,name1,name2,name3,name4,name5,name6,name7,species,article,,doi,author,data,size,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,XXXXX,XXXXX,Santalales,Santalaceae,Santalum album,Multi-omics driven assembly and annotation of the sandalwood (Santalum album) genome,Plant Physiol. 2018 Apr 176(4):2772-2788. Epub 2018 Feb 12.,10.1104/pp.17.01764,Mahesh HB et al.,2018/2/12,220,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,XXXXX,XXXXX,Santalales,Olacaceae,Malania oleifera,"Genome sequence of Malania oleifera, a tree with great value for nervonic acid production","GigaScience 2019 Jan 24, giy164",10.1093/gigascience/giy164,Xu CQ et al.,2019/1/24,1500,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,XXXXX,Ericales,Actinidiaceae,Actinidia chinensis,Draft genome of the kiwifruit Actinidia chinensis,Nat Commun. 2013 4:2640.,10.1038/ncomms3640,Huang et al.,2013/10/18,758,24136039,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,XXXXX,Ericales,Actinidiaceae,Actinidia chinensis,A manually annotated Actinidia chinensis var. chinensis (kiwifruit) genome highlights the challenges associated with draft genomes and gene prediction in plants,"BMC Genomics. 2018 Apr 16, 19(1):257",10.1186/s12864-018-4656-3,Pilkington SM et al.,2018/4/16,758,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,XXXXX,Ericales,Actinidiaceae,Actinidia chinensis,A high-quality Actinidia chinensis (kiwifruit) genome,Horticulture Research (2019) 6: 117,10.1038/s41438-019-0202-y,Wu H et al.,2019/10/15,758,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,XXXXX,Ericales,Actinidiaceae,Actinidia eriantha,Chromosome-scale genome assembly of kiwifruit Actinidia eriantha with single-molecule sequencing and chromatin interaction mapping,"Gigascience. 2019 Apr 1, 8(4): giz027.",10.1093/gigascience/giz027,Tang W et al.,2019/4/1,745,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,XXXXX,Ericales,Ericaceae,Rhododendron delavayi,The draft genome assembly of Rhododendron delavayi Franch. var. delavayi,GigaScience 2017: gix076,10.1093/gigascience/gix076,Zhang L et al.,2017/8/26,700,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,XXXXX,Ericales,Ericaceae,Rhododendron simsii,Chromosome-level genome assembly of a parent species of widely cultivated azaleas,"Nat Commun. 11, 5269 (2020)",10.1038/s41467-020-18771-4,Yang F et al.,2020/10/19,530,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,XXXXX,Ericales,Ericaceae,Rhododendron williamsianum,The Rhododendron genome and chromosomal organization provide insight into shared whole genome duplications across the heath family (Ericaceae),"Genome Biol Evol. 2019 Nov 8, Epub ahead of print",10.1093/gbe/evz245,Soza VL et al.,2019/11/8,651,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,XXXXX,Ericales,Ericaceae,Vaccinium corymbosum,"RNA-Seq analysis and annotation of a draft blueberry genome assembly identifies candidate genes involved in fruit ripening, biosynthesis of bioactive compounds, and stage-specific alternative splicing","Gigascience. 2015 Feb 13, 4:5",10.1186/s13742-015-0046-9,Gupta V et al.,2015/2/13,500,25830017,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,XXXXX,Ericales,Ericaceae,Vaccinium corymbosum,Haplotype-phased genome and evolution of phytonutrient pathways of tetraploid blueberry,"Gigascience. 2019 Jan 31, giz012",10.1093/gigascience/giz012,Colle M et al.,2019/1/31,500,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,XXXXX,Ericales,Ericaceae,Vaccinium macrocarpon,The American cranberry: first insights into the whole genome of a species adapted to bog habitat,BMC Plant Biol. 2014 Jun 13 14:165.,10.1186/1471-2229-14-165,Polashock et al.,2014/6/13,470,24927653,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,XXXXX,Ericales,Primulaceae,Primula veris,The draft genome of Primula veris yields insights into the molecular basis of heterostyly,Genome Biol. 2015 Jan 24 16:12.,10.1186/s13059-014-0567-z,Nowak MD et al.,2015/1/24,480,25651398,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,XXXXX,Ericales,Primulaceae,Primula vulgaris,"Primula vulgaris (primrose) genome assembly, annotation and gene expression, with comparative genomics on the heterostyly supergene","Sci Rep. 2018 Dec 18, 8(1): 17942",10.1038/s41598-018-36304-4,Cocker JM et al.,2018/12/18,470,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,XXXXX,Ericales,Ebenaceae,Diospyros lotus,The persimmon genome reveals clues to the evolution of a lineage-specific sex determination system in plants,"PLoS Genet. 2020 Feb 18, 16(2), Epub ahead of print",10.1371/journal.pgen.1008566,Akagi T et al.,2020/2/18,878,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,XXXXX,Ericales,Ebenaceae,Diospyros oleifera,The persimmon (Diospyros oleifera Cheng) genome provides new insights into the inheritance of astringency and ancestral evolution,"Hortic Res. 2019 Dec 18, 6: 138",10.1038/s41438-019-0227-2,Zhu QG et al.,2019/12/18,850,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,XXXXX,Ericales,Ebenaceae,Diospyros oleifera,A high-quality chromosomal genome assembly of Diospyros oleifera Cheng,"Gigascience. 2020 Jan 1, 9(1)",10.1093/gigascience/giz164,Suo Y et al.,2020/1/16,850,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,XXXXX,Ericales,Sapotaceae,Argania spinosa,First draft genome assembly of the Argane tree (Argania spinosa),"F1000Res. 2020 May 19, 7: 1310",10.5256/f1000research.25962.r63017,Khayi S et al.,2020/5/19,573,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,XXXXX,Ericales,Clethraceae,Clethra arborea,"Annotated genome sequences of the carnivorous plant Roridula gorgonias and a non-carnivorous relative, Clethra arborea","BMC Res Notes. 2020 Sep 10, 13(1): 426",10.1186/s13104-020-05254-4,Hartmann S et al.,2020/9/10,550,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,XXXXX,Ericales,Roridulaceae,Roridula gorgonias,"Annotated genome sequences of the carnivorous plant Roridula gorgonias and a non-carnivorous relative, Clethra arborea","BMC Res Notes. 2020 Sep 10, 13(1): 426",10.1186/s13104-020-05254-4,Hartmann S et al.,2020/9/10,186,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,XXXXX,Ericales,Theaceae,Camellia sinensis,The tea tree genome provides insights into tea flavor and independent evolution of caffeine biosynthesis,Mol Plant. 2017 Jun 5 10(6):866-877. Epub 2017 May 2.,10.1016/j.molp.2017.04.002,Xia EH et al.,2017/5/1,3000,28473262,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,XXXXX,Ericales,Theaceae,Camellia sinensis,Draft genome sequence of Camellia sinensis var. sinensis provides insights into the evolution of the tea genome and tea quality,Proc Natl Acad Sci U S A. 2018 May 1 115(18):E4151-E4158. Epub 2018 Apr 20.,10.1073/pnas.1719622115,Wei C et al.,2018/4/20,3000,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,XXXXX,Ericales,Theaceae,Camellia sinensis,The tea plant reference genome and improved gene annotation using long-read and paired-end sequencing data,"Sci Data. 2019 Jul 15, 6(1): 122",10.1038/s41597-019-0127-1,Xia E et al.,2019/7/15,3000,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,XXXXX,Ericales,Theaceae,Camellia sinensis,The chromosome-scale genome reveals the evolution and diversification after the recent tetraploidization event in tea plant,"Hortic Res. 7, 63 (2020)",10.1038/s41438-020-0288-2,Chen JD et al.,2020/5/1,3000,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,XXXXX,Ericales,Theaceae,Camellia sinensis,The Reference Genome of Tea Plant and Resequencing of 81 Diverse Accessions Provide Insights into Its Genome Evolution and Adaptation,"Mol Plant. 2020 Jul 6, 13(7): 1013-1026",10.1016/j.molp.2020.04.010,Xia E et al.,2020/7/6,3000,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,XXXXX,Ericales,Theaceae,Camellia sinensis,Population sequencing enhances understanding of tea plant evolution,"Nat Commun. 2020 Sep 7, 11(1): 4447",10.1038/s41467-020-18228-8,Wang X et al.,2020/9/7,3000,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,XXXXX,Cornales,Nyssaceae,Camptotheca acuminata,"De novo genome assembly of Camptotheca acuminata, a natural source of the anti-cancer compound camptothecin",Gigascience. 2017 Sep 1 6(9):1-7.,10.1093/gigascience/gix065,Zhao D et al.,2017/7/24,516,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,XXXXX,Cornales,Nyssaceae,Davidia involucrata,Genomic analyses of a living fossil: The endangered dove-tree,"Mol Ecol Resour. 2020 May, 20(3), Epub 2020 Feb 11",10.1111/1755-0998.13138,Chen Y et al.,2020/2/11,1169,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,XXXXX,Cornales,Nyssaceae,Nyssa sinensis,A chromosome-level genome assembly of the Chinese tupelo Nyssa sinensis,"Sci Data. 2019 Nov 25, 6(1): 282",10.1038/s41597-019-0296-y,Yang X et al.,2019/11/25,1000,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,XXXXX,Cornales,Nyssaceae,Nyssa yunnanensis,"The draft genome assembly of the critically endangered Nyssa yunnanensis, a plant species with extremely small populations endemic to Yunnan Province, China","Gigabyte, 1, 2020",10.46471/gigabyte.4,Mu W et al.,2020/9/1,1640,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,Lamiids,Lamiales,Lentibulariaceae,Genlisea aurea,The miniature genome of a carnivorous plant Genlisea aurea contains a low number of genes and short non-coding sequences,BMC Genomics. 2013 Jul 15 14:476.,10.1186/1471-2164-14-476,Leushkin et al.,2013/7/15,64,23855885,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,Lamiids,Lamiales,Lentibulariaceae,Utricularia gibba,Architecture and evolution of a minute plant genome,Nature. 2013 Jun 6 498(7452):94-8. Epub 2013 May 12.,10.1038/nature12132,Ibarra-Laclette et al.,2013/5/12,77,23665961,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,Lamiids,Lamiales,Lentibulariaceae,Utricularia gibba,Long-read sequencing uncovers the adaptive topography of a carnivorous plant genome,"Proc Natl Acad Sci U S A. 2017 May 30, 114(22): E4435-E4441 Epub 2017 May 15.",10.1073/pnas.1702072114,Lan T et al.,2017/5/15,77,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,Lamiids,Lamiales,Lentibulariaceae,Utricularia reniformis,The Terrestrial Carnivorous Plant Utricularia reniformis Sheds Light on Environmental and Life-Form Genome Plasticity,"Int J Mol Sci. 2019 Dec 18, 21(1)",10.3390/ijms21010003,Silva SR et al.,2019/12/18,316,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,Lamiids,Lamiales,Orobanchaceae,Phtheirospermum japonicum,Ethylene signaling mediates host invasion by parasitic plants. ,"Sci Adv. 2020 Oct 28, 6(44): eabc2385. Print 2020 Oct.",10.1126/sciadv.abc2385,Cui S et al.,2020/10/28,~1200,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,Lamiids,Lamiales,Orobanchaceae,Striga asiatica,Genome Sequence of Striga asiatica Provides Insight into the Evolution of Plant Parasitism,Curr Biol. 2019 Sep 23 29(18):3041-3052.e4. Epub 2019 Sep 12.,10.1016/j.cub.2019.07.086,Yoshida S et al.,2019/9/10,600,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,Lamiids,Lamiales,Phrymaceae,Mimulus guttatus,Fine-scale variation in meiotic recombination in Mimulus inferred from population shotgun sequencing,"Proc Natl Acad Sci U S A. 2013 Nov 26, 110(48): 19478-82",10.1073/pnas.1319032110,Hellsten U et al.,2013/11/26,350,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,Lamiids,Lamiales,Phrymaceae,Mimulus luteus,"Subgenome Dominance in an Interspecific Hybrid, Synthetic Allopolyploid, and a 140-Year-Old Naturally Established Neo-Allopolyploid Monkeyflower","Plant Cell. 2017 Sep, 29(9): 2150-2167",10.1105/tpc.17.00010 ,Edger PP et al.,2017/8/16,660,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,Lamiids,Lamiales,Pedaliaceae,Sesamum indicum,Genome sequencing of the high oil crop sesame provides insight into oil biosynthesis,Genome Biol. 2014 Feb 27 15(2):R39.,10.1186/gb-2014-15-2-r39,Wang et al.,2014/2/27,357,24576357,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,Lamiids,Lamiales,Pedaliaceae,Sesamum indicum,"Chromatin architectures are associated with response to dark treatment in the oil crop Sesamum indicum, based on a high quality genome assembly","Plant Cell Physiol. 2020 Mar 10, Epub ahead of print",10.1093/pcp/pcaa026,Li C et al.,2020/3/10,357,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,Lamiids,Lamiales,Acanthaceae,Andrographis paniculata,The medicinal plant Andrographis paniculata genome provides insight into biosynthesis of the bioactive diterpenoid neoandrographolide,Plant J. 2019 Mar 97(5):841-857. Epub 2019 Jan 2.,10.1111/tpj.14162,Sun W et al.,2018/11/16,280,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,Lamiids,Lamiales,Acanthaceae,Andrographis paniculata,Chromosome Level Genome Assembly of Andrographis paniculata,Front Genet. 30 June 2020,10.3389/fgene.2020.00701,Liang Y et al.,2020/6/30,280,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,Lamiids,Lamiales,Oleaceae,Forsythia suspensa,Genome sequencing and population genomics modeling provide insights into the local adaptation of weeping forsythia,"Hortic Res. 7, 130 (2020)",10.1038/s41438-020-00352-7,Li L et al.,2020/8/1,701,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,Lamiids,Lamiales,Oleaceae,Fraxinus excelsior,Genome sequence and genetic diversity of European ash trees,Nature. 2017 Jan 12 541(7636):212-216. Epub 2016 Dec 26.,10.1038/nature20786,Sollars ES et al.,2016/12/26,880,28024298,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,Lamiids,Lamiales,Oleaceae,Olea europaea,"Genome sequence of the olive tree, Olea europaea",Gigascience. 2016 Jun 27 5:29.,10.1186/s13742-016-0134-5,Cruz F et al.,2016/6/27,1380,27346392,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,Lamiids,Lamiales,Oleaceae,Olea europaea,Genome of wild olive and the evolution of oil biosynthesis,Proc Natl Acad Sci U S A. 2017 Oct 31 114(44):E9413-E9422. Epub 2017 Oct 9.,10.1073/pnas.1708621114,Unver T et al.,2017/10/9,1380,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,Lamiids,Lamiales,Oleaceae,Osmanthus fragrans,The chromosome-level quality genome provides insights into the evolution of the biosynthesis genes for aroma compounds of Osmanthus fragrans,"Hortic Res. 2018 Nov 20, 5: 72",10.1038/s41438-018-0108-0,Yang X et al.,2018/11/20,730,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,Lamiids,Lamiales,Gesneriaceae,Boea hygrometrica,The resurrection genome of Boea hygrometrica: A blueprint for survival of dehydration,Proc Natl Acad Sci U S A. 2015 May 5 112(18):5833-7. Epub 2015 Apr 20.,10.1073/pnas.1505811112,Xiao L et al.,2015/4/20,1690,25902549,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,Lamiids,Lamiales,Linderniaceae,Lindernia brevidens,Desiccation tolerance evolved through gene duplication and network rewiring in Lindernia,Plant Cell. 2018 Dec 30(12):2943-2958. Epub 2018 Oct 25.,10.1105/tpc.18.00517,VanBuren R et al.,2018/10/25,270,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,Lamiids,Lamiales,Linderniaceae,Lindernia subracemosa,Desiccation tolerance evolved through gene duplication and network rewiring in Lindernia,Plant Cell. 2018 Dec 30(12):2943-2958. Epub 2018 Oct 25.,10.1105/tpc.18.00517,VanBuren R et al.,2018/10/25,250,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,Lamiids,Lamiales,Bignoniaceae,Handroanthus impetiginosus,"Genome assembly of the Pink Ipe (Handroanthus impetiginosus, Bignoniaceae), a highly-valued ecologically keystone Neotropical timber forest tree",Gigascience. 2018 Jan 1 7(1):1-16.,10.1093/gigascience/gix125,da Silva-Junior OB et al.,2017,557,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,Lamiids,Lamiales,Plantaginaceae,Antirrhinum majus,Genome structure and evolution of Antirrhinum majus L,Nat Plants. 2019 Feb 5(2):174-183. Epub 2019 Jan 28.,10.1038/s41477-018-0349-9,Li M et al.,2019/1/28,520,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,Lamiids,Lamiales,Lamiaceae,Callicarpa americana,"Generation of a chromosome-scale genome assembly of the insect-repellent terpenoid-producing Lamiaceae species, Callicarpa americana","Gigascience. 2020 Sep 1, 9(9): giaa093",10.1093/gigascience/giaa093,Hamilton JP et al.,2020/9/7,538,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,Lamiids,Lamiales,Lamiaceae,Lavandula angustifolia,De novo sequencing of the Lavandula angustifolia genome reveals highly duplicated and optimized features for essential oil production,Planta. 2019 Jan 249(1):251-256. Epub 2018 Sep 29.,10.1007/s00425-018-3012-9,Malli RPN et al.,2018/9/29,870,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,Lamiids,Lamiales,Lamiaceae,Mentha longifolia,Draft Genome Sequence of Mentha longifolia (L.) and Development of Resources for Mint Cultivar Improvement,Mol Plant. 2017 Feb 13 10(2):323-339. Epub 2016 Nov 17.,10.1016/j.molp.2016.10.018,Vining KJ et al.,2016/11/17,400,27867107,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,Lamiids,Lamiales,Lamiaceae,Ocimum basilicum,Genome sequencing of four culinary herbs reveals terpenoid genes underlying chemodiversity in the Nepetoideae,"DNA Res. 2020 Jul 31: dsaa016, Online ahead of print.",10.1093/dnares/dsaa016,Bornowski N et al.,2020/7/31,2340,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,Lamiids,Lamiales,Lamiaceae,Ocimum sanctum,Unravelling the genome of Holy basil: an incomparable elixir of life of traditional Indian medicine,BMC Genomics. 2015 May 28 16:413.,10.1186/s12864-015-1640-z,Rastogi S et al.,2015/5/28,386,26017011,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,Lamiids,Lamiales,Lamiaceae,Ocimum sanctum,Genome sequencing of herb Tulsi (Ocimum tenuiflorum) unravels key genes behind its strong medicinal properties,"BMC Plant Biol. 2015 Aug 28,15: 212",10.1186/s12870-015-0562-x,Upadhyay AK et al.,2015/8/28,386,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,Lamiids,Lamiales,Lamiaceae,Origanum majorana,Genome sequencing of four culinary herbs reveals terpenoid genes underlying chemodiversity in the Nepetoideae,"DNA Res. 2020 Jul 31: dsaa016, Online ahead of print.",10.1093/dnares/dsaa016,Bornowski N et al.,2020/7/31,880,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,Lamiids,Lamiales,Lamiaceae,Origanum vulgare,Genome sequencing of four culinary herbs reveals terpenoid genes underlying chemodiversity in the Nepetoideae,"DNA Res. 2020 Jul 31: dsaa016, Online ahead of print.",10.1093/dnares/dsaa016,Bornowski N et al.,2020/7/31,694,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,Lamiids,Lamiales,Lamiaceae,Pogostemon cablin,Survey of the genome of Pogostemon cablin provides insights into its evolutionary history and sesquiterpenoid biosynthesis,Sci Rep. 2016 May 20 6:26405.,10.1038/srep26405,He Y et al.,2016/5/20,1570,27198881,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,Lamiids,Lamiales,Lamiaceae,Pogostemon cablin,Building an octaploid genome and transcriptome of the medicinal plant Pogostemon cablin from Lamiales,"Sci Data 2018 Dec 11, 5: 180274",10.1038/sdata.2018.274,He Y et al.,2018/12/11,1570,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,Lamiids,Lamiales,Lamiaceae,Rosmarinus officinalis,Genome sequencing of four culinary herbs reveals terpenoid genes underlying chemodiversity in the Nepetoideae,"DNA Res. 2020 Jul 31: dsaa016, Online ahead of print.",10.1093/dnares/dsaa016,Bornowski N et al.,2020/7/31,1198,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,Lamiids,Lamiales,Lamiaceae,Salvia miltiorrhiza,Hybrid de novo genome assembly of the Chinese herbal plant danshen (Salvia miltiorrhiza Bunge),Gigascience. 2015 Dec 14 4:62. eCollection 2015.,10.1186/s13742-015-0104-3,Zhang G et al.,2015/12/14,641,26673920,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,Lamiids,Lamiales,Lamiaceae,Salvia miltiorrhiza,A high-quality reference genome sequence of Salvia miltiorrhiza provides insights into tanshinone synthesis in its red rhizomes,Plant Genome. 2020 Sep 17,10.1002/tpg2.20041,Song Z et al.,2020/9/17,641,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,Lamiids,Lamiales,Lamiaceae,Salvia splendens,"High quality assembly of the reference genome for scarlet sage, Salvia splendens, an economically important ornamental plant",Gigascience. 2018 Jul 1 7(7).,10.1093/gigascience/giy068,Dong AX et al.,2018/6/19,711,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,Lamiids,Lamiales,Lamiaceae,Scutellaria baicalensis,The Reference Genome Sequence of Scutellaria baicalensis Provides Insights into the Evolution of Wogonin Biosynthesis,Mol Plant. 2019 Jul 1 12(7):935-950. Epub 2019 Apr 15.,10.1016/j.molp.2019.04.002,Zhao Q et al.,2019/4/15,408,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,Lamiids,Lamiales,Lamiaceae,Scutellaria baicalensis,Comparative Genome Analysis of Scutellaria baicalensis and Scutellaria barbata Reveals the Evolution of Active Flavonoid Biosynthesis,Genomics Proteomics Bioinformatics. 2020 Nov 3. Online ahead of print.,10.1016/j.gpb.2020.06.002,Xu Z et al.,2020/11/4,408,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,Lamiids,Lamiales,Lamiaceae,Scutellaria barbata ,Comparative Genome Analysis of Scutellaria baicalensis and Scutellaria barbata Reveals the Evolution of Active Flavonoid Biosynthesis,Genomics Proteomics Bioinformatics. 2020 Nov 3. Online ahead of print.,10.1016/j.gpb.2020.06.002,Xu Z et al.,2020/11/4,405,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,Lamiids,Lamiales,Lamiaceae,Tectona grandis,"Draft genome of a high value tropical timber tree, Teak (Tectona grandis L. f): insights into SSR diversity, phylogeny and conservation",DNA Res. 2018 Aug 1 25(4):409-419.,10.1093/dnares/dsy013,Yasodha R et al.,2018/5/24,465,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,Lamiids,Lamiales,Lamiaceae,Tectona grandis,A chromosomal-scale genome assembly of Tectona grandis reveals the importance of tandem gene duplication and enables discovery of genes in natural product biosynthetic pathways,Gigascience. 2019 Mar 1 8(3).,10.1093/gigascience/giz005,Zhao D et al.,2019/1/30,465,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,Lamiids,Boraginales,Boraginaceae,Lithospermum erythrorhizon,Hybrid de novo genome assembly of red gromwell (Lithospermum erythrorhizon) reveals evolutionary insight into shikonin biosynthesis,"Hortic Res. 7, 82 (2020), epub ahead of print",10.1038/s41438-020-0301-9,Auber RP et al.,2020/6/1,370,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,Lamiids,Solanales,Solanaceae,Capsicum annuum,Genome sequence of the hot pepper provides insights into the evolution of pungency in Capsicum species,Nat Genet. 2014 Mar 46(3):270-8. Epub 2014 Jan 19.,10.1038/ng.2877,Kim et al.,2014/1/19,3070-3480,24441736,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,Lamiids,Solanales,Solanaceae,Capsicum annuum,Whole-genome sequencing of cultivated and wild peppers provides insights into Capsicum domestication and specialization,Proc Natl Acad Sci U S A. 2014 Apr 8 111(14):5135-40. Epub 2014 Mar 3.,10.1073/pnas.1400975111,Qin et al.,2014/3/3,3070-3480,24591624,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,Lamiids,Solanales,Solanaceae,Capsicum baccatum,New reference genome sequences of hot pepper reveal the massive evolution of plant disease-resistance genes by retroduplication,"Genome Biol. 2017 Nov 1, 18(1):210",10.1186/s13059-017-1341-9,Kim S et al.,2017/11/1,3900,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,Lamiids,Solanales,Solanaceae,Capsicum chinense,New reference genome sequences of hot pepper reveal the massive evolution of plant disease-resistance genes by retroduplication,"Genome Biol. 2017 Nov 1, 18(1):210",10.1186/s13059-017-1341-9,Kim S et al.,2017/11/1,3200,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,Lamiids,Solanales,Solanaceae,Jaltomata sinuosa,Genome sequence of Jaltomata addresses rapid reproductive trait evolution and enhances comparative genomics in the hyper-diverse Solanaceae,Genome Biol Evol. 2019 Feb 1 11(2):335-349.,10.1093/gbe/evy274,Wu M et al.,2019/1/4,1512,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,Lamiids,Solanales,Solanaceae,Nicotiana attenuata,Wild tobacco genomes reveal the evolution of nicotine biosynthesis,Proc Natl Acad Sci U S A. 2017 Jun 6 114(23):6133-6138. Epub 2017 May 23.,10.1073/pnas.1700073114,Xu S et al.,2017/5/23,2500,28536194,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,Lamiids,Solanales,Solanaceae,Nicotiana benthamiana,A draft genome sequence of Nicotiana benthamiana to enhance molecular plant-microbe biology research,Mol Plant Microbe Interact. 2012 Dec 25(12):1523-30.,10.1094/MPMI-06-12-0148-TA,Bombarely et al.,2012/12/1,3000,22876960,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superasterids,Asterids,Lamiids,Solanales,Solanaceae,Nicotiana knightiana,The impact of genome evolution on the allotetraploid Nicotiana rustica - an intriguing story of enhanced alkaloid production,"BMC Genomics 2018 Nov 29, 19(1): 855",10.1186/s12864-018-5241-5,Sierro N et al.,2018/11/29,3120,,
